SPCD,COMMON_NAME,SHARED_COMMON_NAME_IND,GENUS,SPECIES,VARIETY,SUBSPECIES,SCIENTIFIC_NAME,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,JENKINS_SPGRPCD,JENKINS_SAPLING_ADJUSTMENT,SITETREE,SFTWD_HRDWD,WOODLAND,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,CARBON_RATIO_LIVE,DRYWT_TO_GREENWT_CONVERSION,CREATED_DATE,MODIFIED_DATE
8440,vi vao,N,Reynoldsia,lanutoensis,,,Reynoldsia lanutoensis,RELA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.41,26.0,0.41,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.479,1.76,2021-09-03 22:38:54,
8442,ohe makai,N,Reynoldsia,sandwicensis,,,Reynoldsia sandwicensis,RESA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.41,,0.41,,,,,,15.32,26.0,,,,,,,0.479,1.76,2021-09-03 22:38:54,
8444,guama,N,Reynosia,guama,,,Reynosia guama,REGU,53.0,53.0,53.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8445,Krug's darlingplum,N,Reynosia,krugii,,,Reynosia krugii,REKR,53.0,53.0,53.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8475,winged sumac,N,Rhus,copallinum,,,Rhus copallinum,RHCO,55.0,55.0,,,3.0,37.0,221.0,8.0,0.84,,H,N,0.46666,21.0,0.46666,21.0,,,,,15.32,26.0,,,,,,,0.478,1.76,2021-09-03 22:38:54,
8477,smooth sumac,N,Rhus,glabra,,,Rhus glabra,RHGL,55.0,55.0,,,3.0,37.0,221.0,8.0,0.84,,H,N,0.52,26.0,0.53,26.0,75.12,26.0,80.64,26.0,15.32,26.0,,,,,,,0.478,1.76,2021-09-03 22:38:54,
8470,African sumac,N,Rhus,lancea,,,Rhus lancea,RHLA11,55.0,55.0,,,3.0,37.0,146.0,8.0,0.84,,H,N,0.46666,21.0,0.46666,21.0,,,,,15.32,26.0,,,,,,,0.456,,2021-09-03 22:38:54,
8479,prairie sumac,N,Rhus,lanceolata,,,Rhus lanceolata,RHLA3,55.0,55.0,,,3.0,37.0,221.0,8.0,0.8326,,H,N,0.43,25.0,0.43,25.0,,,,,15.14,25.0,,,,,,,0.478,1.76,2021-09-03 22:38:54,
8467,neneleau,N,Rhus,sandwicensis,,,Rhus sandwicensis,RHSA2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.46666,,0.46666,,,,,,15.32,26.0,,,,,,,0.477,1.76,2021-09-03 22:38:54,
8469,tavai,N,Rhus,taitensis,,,Rhus taitensis,RHTA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.37,26.0,0.37,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,1.76,2021-09-03 22:38:54,
6924,staghorn sumac,N,Rhus,typhina,,,Rhus typhina,RHTY,55.0,55.0,,,3.0,37.0,221.0,8.0,0.84,,H,N,0.46666,21.0,0.46666,21.0,,,,,15.32,26.0,,,,,,,0.478,1.76,2021-09-03 22:38:54,
8458,mangle,N,Rhizophora,apiculata,,,Rhizophora apiculata,RHAP2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.83517,26.0,0.83517,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.464,1.76,2021-09-03 22:38:54,
989,American mangrove,N,Rhizophora,mangle,,,Rhizophora mangle,RHMA2,43.0,47.0,54.0,54.0,4.0,37.0,149.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.427,1.758473594,2021-09-03 22:38:53,
8462,mangle hembra,N,Rhizophora,mucronata,,,Rhizophora mucronata,RHMU,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7706,26.0,0.7706,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.466,1.76,2021-09-03 22:38:54,
8464,Rhizophora stylosa,N,Rhizophora,stylosa,,,Rhizophora stylosa,RHST8,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.84,26.0,0.84,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.464,1.76,2021-09-03 22:38:54,
8471,Catawba rosebay,N,Rhododendron,catawbiense,,,Rhododendron catawbiense,RHCA8,55.0,55.0,,,3.0,37.0,221.0,9.0,0.84,,H,N,0.52,26.0,0.53,26.0,,,,,15.32,26.0,,,,,,,0.465,1.76,2021-09-03 22:38:54,
8466,rose myrtle,Y,Rhodomyrtus,tomentosa,,,Rhodomyrtus tomentosa,RHTO10,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.77921,26.0,0.77921,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.466,1.76,2021-09-03 22:38:54,
8472,castorbean,N,Ricinus,communis,,,Ricinus communis,RICO3,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8474,Rinorea carolinensis,N,Rinorea,carolinensis,,,Rinorea carolinensis,RICA16,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.66,26.0,0.66,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.47,1.76,2021-09-03 22:38:54,
8486,bristly locust,N,Robinia,hispida,,,Robinia hispida,ROHI,55.0,55.0,,,3.0,37.0,221.0,8.0,0.84,,H,N,0.66,24.0,0.29,24.0,,,,,15.0,24.0,,,,,,,0.47,1.76,2021-09-03 22:38:54,
902,New Mexico locust,N,Robinia,neomexicana,,,Robinia neomexicana,RONE,48.0,48.0,,,4.0,38.0,160.0,10.0,0.65075,,H,Y,0.66,25.0,0.29,25.0,41.0,25.0,88.0,25.0,15.0,25.0,1.0,0.848,0.583,0.37,0.282,0.491,0.47,1.4390618337,2021-09-03 22:38:53,
901,black locust,N,Robinia,pseudoacacia,,,Robinia pseudoacacia,ROPS,42.0,47.0,,,4.0,29.0,122.0,8.0,0.93185,X,H,N,0.66,1.0,0.29,3.0,40.83333,9.0,87.89655,22.0,15.0,21.0,1.0,0.848,0.583,0.37,0.282,0.491,0.446,1.4374342249,2021-09-03 22:38:53,
8476,greenheart ebony,N,Rochefortia,acanthophora,,,Rochefortia acanthophora,ROAC2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8478,Rochefortia spinosa,N,Rochefortia,spinosa,,,Rochefortia spinosa,ROSP8,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8480,Rollinia,N,Rollinia,deliciosa,,,Rollinia deliciosa,RODE5,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.32,,0.32,,,,,,15.32,26.0,,,,,,,0.482,1.76,2021-09-03 22:38:54,
8481,wild sugar apple,N,Rollinia,mucosa,,,Rollinia mucosa,ROMU3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8483,cordobancillo,N,Rondeletia,inermis,,,Rondeletia inermis,ROIN4,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8484,cordobancillo peludo,N,Rondeletia,pilosa,,,Rondeletia pilosa,ROPI3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8485,Juan Tomas,N,Rondeletia,portoricensis,,,Rondeletia portoricensis,ROPO,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8489,Puerto Rico royal palm,N,Roystonea,borinquena,,,Roystonea borinquena,ROBO,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8490,Roystonea elata,N,Roystonea,elata,,,Roystonea elata,ROEL,54.0,54.0,54.0,53.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8491,royal palm,N,Roystonea,oleracea,,,Roystonea oleracea,ROOL,53.0,53.0,,53.0,3.0,37.0,147.0,8.0,0.84031,,H,N,0.48,,0.48,,,,,,15.2,24.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
8494,Puerto Rico palmetto,N,Sabal,causiarum,,,Sabal causiarum,SACA,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
911,Mexican palmetto,N,Sabal,mexicana,,,Sabal mexicana,SAME8,41.0,47.0,,,3.0,37.0,147.0,8.0,0.79248,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:53,
8495,dwarf palmetto,N,Sabal,minor,,,Sabal minor,SAMI8,55.0,55.0,,,3.0,37.0,147.0,8.0,0.79248,,H,N,0.52,24.0,0.53,24.0,,,,,15.2,24.0,,,,,,,0.475,1.76,2021-09-03 22:38:54,
912,cabbage palmetto,N,Sabal,palmetto,,,Sabal palmetto,SAPA,43.0,47.0,,,3.0,37.0,147.0,8.0,0.79248,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:53,
8502,pussy willow,N,Salix,discolor,,,Salix discolor,SADI,55.0,55.0,,,3.0,37.0,221.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,,,,,,,0.48,2.0,2021-09-03 22:38:54,
6954,Elaeagnus willow,N,Salix,elaeagnos,,,Salix elaeagnos,SAEL,55.0,55.0,,,3.0,37.0,221.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,,,,,16.0,24.0,,,,,,,0.48,1.76,2021-09-03 22:38:54,
8499,white hogwood,N,Sagraea,umbrosa,,,Sagraea umbrosa,SAUM3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
927,white willow,N,Salix,alba,,,Salix alba,SAAL2,41.0,47.0,,,3.0,25.0,123.0,6.0,0.79248,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.2190909091,2021-09-03 22:38:53,
921,peachleaf willow,N,Salix,amygdaloides,,,Salix amygdaloides,SAAM2,43.0,47.0,,,3.0,25.0,123.0,6.0,0.84031,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.2190909091,2021-09-03 22:38:53,
923,Bebb willow,N,Salix,bebbiana,,,Salix bebbiana,SABE2,43.0,47.0,,,3.0,25.0,123.0,6.0,0.84031,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.2190909091,2021-09-03 22:38:53,
924,Bonpland willow,N,Salix,bonplandiana,,,Salix bonplandiana,SABO,41.0,47.0,,,3.0,25.0,123.0,6.0,0.79248,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.2190909091,2021-09-03 22:38:53,
925,coastal plain willow,N,Salix,caroliniana,,,Salix caroliniana,SACA5,43.0,47.0,,,3.0,25.0,123.0,6.0,0.84031,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.2190909091,2021-09-03 22:38:53,
6955,crack willow,N,Salix,fragilis,,,Salix fragilis,SAFR,41.0,47.0,,,3.0,25.0,123.0,6.0,0.79248,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.0,2021-09-03 22:38:54,
6959,Geyer willow,N,Salix,geyeriana,,,Salix geyeriana,SAGE2,55.0,55.0,,,3.0,37.0,221.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,,,,,16.0,24.0,,,,,,,0.48,1.76,2021-09-03 22:38:54,
8508,Goodding's willow,N,Salix,gooddingii,,,Salix gooddingii,SAGO,55.0,55.0,,,3.0,37.0,221.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,,,,,16.0,24.0,,,,,,,0.48,1.76,2021-09-03 22:38:54,
926,balsam willow,N,Salix,pyrifolia,,,Salix pyrifolia,SAPY,43.0,47.0,,,3.0,25.0,123.0,6.0,0.84031,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.2190909091,2021-09-03 22:38:53,
8501,Salix humboldtiana,N,Salix,humboldtiana,,,Salix humboldtiana,SAHU,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6963,red willow,N,Salix,laevigata,,,Salix laevigata,SALA3,55.0,55.0,,,3.0,37.0,221.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,,,,,16.0,24.0,,,,,,,0.48,1.76,2021-09-03 22:38:54,
8504,arroyo willow,N,Salix,lasiolepis,,,Salix lasiolepis,SALA6,55.0,55.0,,,3.0,37.0,146.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,,,,,,,0.424,1.758473594,2021-09-03 22:38:54,
8519,yellow willow,N,Salix,lutea,,,Salix lutea,SALU2,55.0,55.0,,,3.0,37.0,221.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,,,,,16.0,24.0,,,,,,,0.48,1.76,2021-09-03 22:38:54,
6967,corkscrew willow,N,Salix,matsudana,,,Salix matsudana,SAMA13,55.0,55.0,,,3.0,37.0,221.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,,,,,16.0,24.0,,,,,,,0.472,1.76,2021-09-03 22:38:54,
922,black willow,N,Salix,nigra,,,Salix nigra,SANI,41.0,47.0,,,3.0,25.0,123.0,6.0,0.79248,,H,N,0.36,1.0,0.5,6.0,127.02778,5.0,98.72,11.0,16.0,21.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.2188091091,2021-09-03 22:38:53,
8523,diamondleaf willow,N,Salix,planifolia,,,Salix planifolia,SAPL2,55.0,55.0,,,3.0,37.0,221.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,,,,,16.0,24.0,,,,,,,0.48,1.76,2021-09-03 22:38:54,
928,Scouler's willow,N,Salix,scouleriana,,,Salix scouleriana,SASC,41.0,47.0,,,3.0,25.0,123.0,6.0,0.79248,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.2190909091,2021-09-03 22:38:53,
8524,silky willow,N,Salix,sericea,,,Salix sericea,SASE,55.0,55.0,,,3.0,37.0,221.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,,,,,16.0,24.0,,,,,,,0.48,1.76,2021-09-03 22:38:54,
8507,Sitka willow,N,Salix,sitchensis,,,Salix sitchensis,SASI2,55.0,55.0,,,3.0,37.0,146.0,6.0,0.84,,H,N,0.36,24.0,0.5,24.0,,,,,16.0,24.0,,,,,,,0.48,,2021-09-03 22:38:54,
8505,raintree,Y,Samanea,saman,,,Samanea saman,SASA10,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
929,weeping willow,N,Salix,x sepulcralis,,,Salix x sepulcralis,SASE10,41.0,47.0,,,3.0,25.0,123.0,6.0,0.79248,,H,N,0.36,24.0,0.5,24.0,127.0,24.0,99.0,24.0,16.0,24.0,1.0,0.78,0.45,0.42,0.42,0.491,0.48,2.2190909091,2021-09-03 22:38:53,2024-09-24 19:42:05
8503,cheskeam,N,Samadera,indica,,,Samadera indica,SAIN13,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.38,,0.38,,,,,,15.32,26.0,,,,,,,0.48,1.76,2021-09-03 22:38:54,
8509,common elderberry,N,Sambucus,nigra,,,Sambucus nigra,SANIC4,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
6991,red elderberry,N,Sambucus,racemosa,,,Sambucus racemosa,SARA2,55.0,55.0,,,3.0,37.0,,8.0,0.84031,,H,N,0.429,21.0,0.429,21.0,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
8556,guayabilla,N,Samyda,dodecandra,,,Samyda dodecandra,SADO7,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8515,"santol, kechapi",N,Sandoricum,koetjape,,,Sandoricum koetjape,SAKO4,54.0,54.0,,54.0,4.0,37.0,227.0,8.0,0.84031,,H,N,0.39,26.0,0.39,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.479,1.76,2021-09-03 22:38:54,
8518,sandalwood,Y,Santalum,album,,,Santalum album,SAAL16,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8516,coastal sandalwood,N,Santalum,ellipticum,,,Santalum ellipticum,SAEL2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7594,26.0,0.7594,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.466,1.76,2021-09-03 22:38:54,
8517,forest sandalwood,N,Santalum,freycinetianum,,,Santalum freycinetianum,SAFR4,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7594,26.0,0.7594,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.466,1.76,2021-09-03 22:38:54,
8521,Haleakala sandalwood,N,Santalum,haleakalae,,,Santalum haleakalae,SAHA3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7594,,0.7594,,,,,,15.32,26.0,,,,,,,0.466,1.76,2021-09-03 22:38:54,
8522,mountain sandalwood,N,Santalum,paniculatum,,,Santalum paniculatum,SAPA7,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7594,26.0,0.7594,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.466,1.76,2021-09-03 22:38:54,
8525,willowleaf sandalwood,N,Santalum,salicifolium,,,Santalum salicifolium,SASA8,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7594,26.0,0.7594,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.466,1.76,2021-09-03 22:38:54,
8528,lonomea,N,Sapindus,oahuense,,,Sapindus oahuense,SAOA3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.7,26.0,0.7,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.469,1.76,2021-09-03 22:38:54,
8529,wingleaf soapberry,N,Sapindus,saponaria,,,Sapindus saponaria,SASA4,43.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8533,gumtree,N,Sapium,glandulosum,,,Sapium glandulosum,SAGL5,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.487,1.758473594,2021-09-03 22:38:54,
8534,maskerekur,N,Sapium,indicum,,,Sapium indicum,SAIN2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.4,,0.4,,,,,,15.32,26.0,,,,,,,0.479,1.76,2021-09-03 22:38:54,
8535,hinchahuevos,N,Sapium,laurifolium,,,Sapium laurifolium,SALA25,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8536,milktree,N,Sapium,laurocerasus,,,Sapium laurocerasus,SALA8,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8544,uunu,N,Sarcopygme,pacifica,,,Sarcopygme pacifica,SAPA35,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.65,,0.65,,,,,,15.32,26.0,,,,,,,0.47,1.76,2021-09-03 22:38:54,
931,sassafras,N,Sassafras,albidum,,,Sassafras albidum,SAAL5,41.0,47.0,,,3.0,29.0,93.0,8.0,0.79248,,H,N,0.42,1.0,0.5,6.0,67.88095,9.0,89.1,22.0,15.0,21.0,1.0,0.78,0.45,0.42,0.42,0.491,0.45,1.7109595758,2021-09-03 22:38:53,
8546,amansa guapo,N,Savia,sessiliflora,,,Savia sessiliflora,SASE6,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
8549,naupaka kuahiwi,N,Scaevola,chamissoniana,,,Scaevola chamissoniana,SCCH3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.5,26.0,0.5,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
8550,mountain naupaka,N,Scaevola,gaudichaudiana,,,Scaevola gaudichaudiana,SCGA2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
8551,forest naupaka,N,Scaevola,procera,,,Scaevola procera,SCPR,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
8560,Toitoi,N,Scaevola,taccada,,,Scaevola taccada,SCTA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.5,26.0,0.5,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
8548,"Scaevola, naupaka",N,Scaevola,cerasifolia,,,Scaevola cerasifolia,SCCE3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.5,26.0,0.5,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
8554,Florida boxwood,N,Schaefferia,frutescens,,,Schaefferia frutescens,SCFR,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
